text,text_bert,text_clasico,sentiment,language,source,n_palabras
Americans are predicted to fall behind on their credit card bills at the highest rate in a ten years https://t.co/2H0KeDljXe,Americans are predicted to fall behind on their credit card bills at the highest rate in a ten years,americans predicted fall behind credit card bills highest rate ten years,negative,en,Twitter Financial News,20
Americans' outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in… https://t.co/5jeCXLXrrR,Americans outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in,americans outlook economy faltered significantly last month coronavirus crisis began take hold,negative,en,Twitter Financial News,19
Americans' outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in… https://t.co/dRbKISId8O,Americans outlook on the economy faltered significantly last month as the coronavirus crisis began to take hold in,americans outlook economy faltered significantly last month coronavirus crisis began take hold,negative,en,Twitter Financial News,19
"Australia Cuts Forecasts for Wage Increases, Economic Growth and Budget Surplus","Australia Cuts Forecasts for Wage Increases, Economic Growth and Budget Surplus","australia cuts forecasts wage increases, economic growth budget surplus",negative,en,Twitter Financial News,11
Blue-collar hiring in the U.S. has slowed to a trickle: Rex Nutting,Blue-collar hiring in the U.S. has slowed to a trickle Rex Nutting,blue-collar hiring u.s. slowed trickle rex nutting,negative,en,Twitter Financial News,12
Brazil tropical fruit exports to EU hit by coronavirus - industry group #economy #MarketScreener… https://t.co/IVpiidIc4w,Brazil tropical fruit exports to EU hit by coronavirus - industry group economy MarketScreener,brazil tropical fruit exports hit coronavirus industry group economy marketscreener,negative,en,Twitter Financial News,15
Brazil's Current Account Deficit Widened in October #economy #MarketScreener https://t.co/1dGgeQT3Ce https://t.co/1NhFZdGTcf,Brazil s Current Account Deficit Widened in October economy MarketScreener,brazil current account deficit widened october economy marketscreener,negative,en,Twitter Financial News,11
"BREAKING: Mortgage forbearance requests jump nearly 2,000% as borrowers seek relief during coronavirus outbreak https://t.co/5vbo5C2VC9","BREAKING Mortgage forbearance requests jump nearly 2,000% as borrowers seek relief during coronavirus outbreak","breaking mortgage forbearance requests jump nearly 2,000% borrowers seek relief coronavirus outbreak",negative,en,Twitter Financial News,15
Business growth in Dubai stalled while jobs disappeared at the fastest pace in at least a decade in the latest sign… https://t.co/pIYpJqwLGv,Business growth in Dubai stalled while jobs disappeared at the fastest pace in at least a decade in the latest sign,business growth dubai stalled jobs disappeared fastest pace least decade latest sign,negative,en,Twitter Financial News,22
"California boosts pot taxes, shocking unsteady industry https://t.co/0j0HPPfZAv https://t.co/bYQcDUrQZ3","California boosts pot taxes, shocking unsteady industry","california boosts pot taxes, shocking unsteady industry",negative,en,Twitter Financial News,9
Canadian Business Optimism Was Fading Before Pandemic Concerns Intensified #WTI #Stock #MarketScreener… https://t.co/zhRhHEhkvw,Canadian Business Optimism Was Fading Before Pandemic Concerns Intensified WTI Stock MarketScreener,canadian business optimism fading pandemic concerns intensified wti marketscreener,negative,en,Twitter Financial News,13
Canadian consumers filed the largest number of insolvencies in almost a decade at the end of last year https://t.co/ge8vHcmvBX,Canadian consumers filed the largest number of insolvencies in almost a decade at the end of last year,canadian consumers filed largest number insolvencies almost decade end last year,negative,en,Twitter Financial News,19
"Capacity Utilisation In Manufacturing Sector Drops To Lowest In A Decade, RBI Survey Shows","Capacity Utilisation In Manufacturing Sector Drops To Lowest In A Decade, RBI Survey Shows","capacity utilisation manufacturing sector drops lowest decade, rbi survey shows",negative,en,Twitter Financial News,14
Chain store sales cool down https://t.co/wNCTgnXdpu,Chain store sales cool down,chain store sales cool,negative,en,Twitter Financial News,6
Chain store sales fall back from recent pace,Chain store sales fall back from recent pace,chain store sales fall back recent pace,negative,en,Twitter Financial News,8
China debates drastically reducing or even abandoning its economic growth target https://t.co/teaFgtMN0p,China debates drastically reducing or even abandoning its economic growth target,china debates drastically reducing even abandoning economic growth target,negative,en,Twitter Financial News,12
.@KansasCityFed labor market conditions indicators for March register the largest single-month declines in the hist… https://t.co/42NahsEKmB,. labor market conditions indicators for March register the largest single-month declines in the hist,labor conditions indicators march register largest single-month declines hist,negative,en,Twitter Financial News,16
China Virus Crisis Roils Supply Chains for Global Manufacturers,China Virus Crisis Roils Supply Chains for Global Manufacturers,china virus crisis roils supply chains global manufacturers,negative,en,Twitter Financial News,9
China won't resort to massive infrastructure stimulus as investment slows,China won t resort to massive infrastructure stimulus as investment slows,china resort massive infrastructure stimulus investment slows,negative,en,Twitter Financial News,10
China’s Trade Likely Shrank in January Ahead of Holiday Shutdown,China s Trade Likely Shrank in January Ahead of Holiday Shutdown,china likely shrank january ahead holiday shutdown,negative,en,Twitter Financial News,10
"China's electric car sales slump, squeezing automakers https://t.co/JizkYc3JRz https://t.co/g9nC7IuOvD","China s electric car sales slump, squeezing automakers","china electric car sales slump, squeezing automakers",negative,en,Twitter Financial News,9
"China's GDP growth this quarter will be 0%, according to top economist Ed Hyman","China s GDP growth this quarter will be 0%, according to top economist Ed Hyman","china gdp growth quarter 0%, according top economist hyman",negative,en,Twitter Financial News,14
China's Hebei province imposes total ban on P2P platforms,China s Hebei province imposes total ban on P2P platforms,china hebei province imposes total ban p2p platforms,negative,en,Twitter Financial News,9
China's house price growth to hit five-year low in 2020 - Reuters poll #economy #MarketScreener… https://t.co/YeX2IUjYw1,China s house price growth to hit five-year low in 2020 - Reuters poll economy MarketScreener,china house price growth hit five-year low reuters poll economy marketscreener,negative,en,Twitter Financial News,16
China's Skyscraper Boom Comes Crashing Down Amid Developer Default  https://t.co/5J9bdNR3XT,China s Skyscraper Boom Comes Crashing Down Amid Developer Default,china skyscraper boom comes crashing amid developer default,negative,en,Twitter Financial News,10
"Chinese investment in clean energy is plummeting — down from $76bn during the first half of 2017, to $29bn during t… https://t.co/S4WgJBV9Px","Chinese investment in clean energy is plummeting down from $76bn during the first half of 2017, to $29bn during t","chinese investment clean energy plummeting $76bn first half 2017, $29bn",negative,en,Twitter Financial News,22
"CN Rail Strike Begins in Threat to Canadian Oil, Grain Cargo","CN Rail Strike Begins in Threat to Canadian Oil, Grain Cargo","rail strike begins threat canadian oil, grain cargo",negative,en,Twitter Financial News,11
"CN Rail Strike Begins, Threatening Canada Oil, Grain Shipments","CN Rail Strike Begins, Threatening Canada Oil, Grain Shipments","rail strike begins, threatening canada oil, grain shipments",negative,en,Twitter Financial News,9
Janet Yellen says second-quarter GDP could decline by 30% and unemployment is already at 12%-13% https://t.co/9d7jmffI3B,Janet Yellen says second-quarter GDP could decline by 30% and unemployment is already at 12%-13%,janet yellen says second-quarter gdp could decline 30% unemployment already 12%-13%,negative,en,Twitter Financial News,16
Consumer Insolvencies Approach Record in Debt-Weary Canada,Consumer Insolvencies Approach Record in Debt-Weary Canada,consumer insolvencies approach record debt-weary canada,negative,en,Twitter Financial News,7
Core US PPI surprises on the downside,Core US PPI surprises on the downside,core ppi surprises downside,negative,en,Twitter Financial News,7
CPI Inflation Surges To 5.54% In November,CPI Inflation Surges To 5.54% In November,cpi inflation surges 5.54% november,negative,en,Twitter Financial News,7
Credit Suisse's James Sweeney expects a modest move higher in core inflation https://t.co/ZcOZJwxfI3 https://t.co/KW2WeBGgYz,Credit Suisse s James Sweeney expects a modest move higher in core inflation,credit suisse james sweeney expects modest move higher core inflation,negative,en,Twitter Financial News,14
"Customer Complaints Spike In FY19, Up 50% In Three Years, Says RBI Report","Customer Complaints Spike In FY19, Up 50% In Three Years, Says RBI Report","customer complaints spike fy19, 50% three years, says rbi report",negative,en,Twitter Financial News,13
"Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi… https://t.co/KuZFSSKIv4","Dozens of U.K. retailers have been forced to close stores and slash rents as they compete with online rivals, sendi","dozens u.k. retailers forced close stores slash rents compete online rivals, sendi",negative,en,Twitter Financial News,21
Dubai's jobs disappeared at the fastest pace in at least a decade in the latest signs of strain on the Middle East'… https://t.co/7DTizm6doS,Dubai s jobs disappeared at the fastest pace in at least a decade in the latest signs of strain on the Middle East,dubai jobs disappeared fastest pace least decade latest signs strain middle east,negative,en,Twitter Financial News,23
Dubai's Jobs Vanish at the Fastest Pace in a DecadeÃ‚Â ,Dubai s Jobs Vanish at the Fastest Pace in a DecadeÃ Â,dubai jobs vanish fastest pace decadea,negative,en,Twitter Financial News,10
Egypt's inflation inched higher for a third straight month in urban parts of the country https://t.co/DoJPWNnsC1,Egypt s inflation inched higher for a third straight month in urban parts of the country,egypt inflation inched higher third straight month urban parts country,negative,en,Twitter Financial News,16
"The New York Fed's March survey of consumer expectations showed ""a substantial deterioration in financial and econo… https://t.co/jKdqGTgCm9",The New York Fed s March survey of consumer expectations showed a substantial deterioration in financial and econo,new york fed march survey consumer expectations showed substantial deterioration financial econo,negative,en,Twitter Financial News,18
Employee furloughs in the retail industry are now well over 1 million after one of America's biggest clothing store… https://t.co/eFPius4T5H,Employee furloughs in the retail industry are now well over 1 million after one of America s biggest clothing store,employee furloughs retail industry well million one america biggest clothing store,negative,en,Twitter Financial News,20
EU Poised to Send Warning to China on 5G,EU Poised to Send Warning to China on 5G,poised send warning china,negative,en,Twitter Financial News,9
Eurozone Manufacturing Recession Although Not The Eurozone As A Whole. https://t.co/f9kKcyjte6 #markets #economy #finance,Eurozone Manufacturing Recession Although Not The Eurozone As A Whole. markets economy finance,eurozone manufacturing recession although eurozone whole. markets economy finance,negative,en,Twitter Financial News,14
"Fed's ""National Activity Index"" Plunges To 2-Year Low https://t.co/8EuearHROW",Fed s National Activity Index Plunges To 2-Year Low,fed national activity index plunges 2-year low,negative,en,Twitter Financial News,9
Fmr. White House advisor says Trump will slap tariffs on China in December,Fmr. White House advisor says Trump will slap tariffs on China in December,fmr. white house advisor says trump slap tariffs china december,negative,en,Twitter Financial News,13
Fourth-quarter unit-labor costs climb 1.4%,Fourth-quarter unit-labor costs climb 1.4%,fourth-quarter unit-labor costs climb 1.4%,negative,en,Twitter Financial News,5
German industrial orders fell unexpectedly in October as demand at home and from outside the euro zone weakened. Mo… https://t.co/fuE7VQvUbu,German industrial orders fell unexpectedly in October as demand at home and from outside the euro zone weakened. Mo,german industrial orders fell unexpectedly october demand home outside euro zone weakened.,negative,en,Twitter Financial News,20
